id,question,answer
71c38SyaLcL,Does the shoe have a high heel?,Yes
71c38SyaLcL,Is the toe of the shoe pointed?,Yes
71c38SyaLcL,Is the outer surface smooth or textured?,Smooth
71c38SyaLcL,What is the likely gender demographic for this shoe?,Women
71c38SyaLcL,What is the general shape of the heel?,Tapered
71c38SyaLcL,Does the shoe appear suitable for formal wear?,Yes
71c38SyaLcL,What is the cut of the shoe's vamp (throat)?,Low
71c38SyaLcL,Does the shoe appear to be made of synthetic material?,Yes
71qXvJLzyTL,Can these pillows be used in a HOME?,Yes
71qXvJLzyTL,Are these pillows colored Mustard?,No
71qXvJLzyTL,Are any UMI logos visible on the pillows?,No
71qXvJLzyTL,Would these white pillows visually contrast with a Mustard colored item?,No
71qXvJLzyTL,Are these four objects typically found in a HOME?,Yes
71qXvJLzyTL,"If UMI is a brand, do these look like items they might sell for a HOME?",Yes
71qXvJLzyTL,"Could ""Mustard"" refer to a potential accent color used with these pillows in a HOME setting?",Yes
71qXvJLzyTL,"If these pillows were UMI brand, what is their main color?",White
71qXvJLzyTL,Is the implied setting for these pillows a HOME?,Yes
71qXvJLzyTL,Is the color Mustard present in this image?,No
61hhHaJILnL,What color is the ring?,Gold
61hhHaJILnL,How many stones are visible on the ring?,Three
61hhHaJILnL,What shape is the largest stone?,Round
61hhHaJILnL,"According to the text, what metal is the ring plated with?",Yellow
61hhHaJILnL,"What is the base metal of the ring, according to the text?",Silver
61hhHaJILnL,"Based on the text, is the ring made of solid gold?",Plated
61hhHaJILnL,What is the collection name mentioned in the text?,Amazon
61hhHaJILnL,What is the shape of the two smaller stones?,Oval
61hhHaJILnL,What is one of the words used to describe the ring in the text?,FINERING
61hhHaJILnL,What other word from the text could describe the style?,Classics
61Q2iSRCwNL,What is the main color of the tablecloth?,White
61Q2iSRCwNL,What object is covering the table?,Tablecloth
61Q2iSRCwNL,Is the tablecloth placed on a table?,Yes
61Q2iSRCwNL,What brand is mentioned in the text?,UMI
61Q2iSRCwNL,Does the text say the tablecloth is made of fabric?,Yes
61Q2iSRCwNL,"According to the text, is this tablecloth described as square?",Yes
61Q2iSRCwNL,What material mentioned in the text helps with spills?,Polyethylene
61Q2iSRCwNL,Is the full length of the tablecloth visible in the image?,No
61Q2iSRCwNL,What room in a house is mentioned as suitable for this product?,Kitchen
61Q2iSRCwNL,Is polyethylene a material mentioned in the text?,Yes
91xBgzoAscL,What product is shown in the image?,flakes
91xBgzoAscL,What is the brand name visible on the label?,Whole
91xBgzoAscL,Are these flakes labeled as organic?,Yes
91xBgzoAscL,What is the net weight of the product?,500g
91xBgzoAscL,What kind of flakes are in the bag?,Barley
91xBgzoAscL,What is the color of the small circles on the label?,Green
91xBgzoAscL,What general food category does this item belong to based on the provided text?,Cereal
91xBgzoAscL,Is the product packaged in a transparent bag?,Yes
91xBgzoAscL,What grain are the flakes made from?,Barley
91xBgzoAscL,What specific subcategory is listed multiple times in the provided information?,Cereals
71SGwt17+1L,What kind of accessory is shown?,Case
71SGwt17+1L,What color is dominant on the left side?,Blue
71SGwt17+1L,What color is dominant on the right side?,Red
71SGwt17+1L,Is there a camera cutout?,Yes
71SGwt17+1L,Is this the front or back of the object?,Back
71SGwt17+1L,Does the design appear smooth or textured?,Textured
71SGwt17+1L,What shape is the smaller cutout near the top?,Square
71SGwt17+1L,What style of art is the design similar to?,Abstract
71SGwt17+1L,What is the larger cutout near the top for?,Camera
71SGwt17+1L,Is there a cutout below the camera opening?,Yes
7118dJiQXjL,What color is the stand?,Black
7118dJiQXjL,How many levels does this stand have?,Two
7118dJiQXjL,Are the shelves round or square?,Round
7118dJiQXjL,Is this object a chair?,No
7118dJiQXjL,Is the stand primarily made of metal?,Yes
7118dJiQXjL,Could this stand hold a small potted plant?,Yes
7118dJiQXjL,Is the design suggestive of wrought iron construction?,Yes
7118dJiQXjL,Could this item be used to display a vase?,Yes
7118dJiQXjL,Is the lower shelf designed like a tray?,Yes
7118dJiQXjL,Would this stand typically be considered furniture?,Yes
91stmUWKlfL,What brand is shown?,Vedaka
91stmUWKlfL,What food is this?,Raisins
91stmUWKlfL,What color is the bag?,Brown
91stmUWKlfL,Is a bowl present?,Yes
91stmUWKlfL,What word is in the circle?,Popular
91stmUWKlfL,What fruit makes this?,Grapes
91stmUWKlfL,What is a Hindi name listed?,Kishmish
91stmUWKlfL,What is a Tamil name listed?,Thratchai
91stmUWKlfL,How are these grapes described?,Dried
91stmUWKlfL,What is the vertical word?,Vedaka
712eMMNJCkL,What type of object is shown?,Case
712eMMNJCkL,What is a prominent color on the object?,Purple
712eMMNJCkL,Is this object a mobile phone case?,Yes
712eMMNJCkL,What is the design described as having?,Texture
712eMMNJCkL,Is the object explicitly called a cover?,Yes
712eMMNJCkL,What is the brand name associated with this cover?,Solimo
712eMMNJCkL,What material is mentioned for the cover?,Polycarbonate
712eMMNJCkL,What specific series is the phone model part of?,Reno
712eMMNJCkL,Is the case described as hard or soft?,Hard
712eMMNJCkL,How many colors are explicitly mentioned for the design?,Two
81E9ugRKwOL,What is the color of the shoe?,Black
81E9ugRKwOL,Does the shoe have laces?,Yes
81E9ugRKwOL,Is the shoe formal or casual?,Formal
81E9ugRKwOL,What gender is the shoe for?,Men
81E9ugRKwOL,What material is the shoe likely made of?,Leather
81E9ugRKwOL,What pattern is visible on the vamp?,Geometric
81E9ugRKwOL,Does the shoe have a cap toe?,Yes
81E9ugRKwOL,What lacing style is used?,Oxford
81E9ugRKwOL,Is the heel height low or high?,Low
81E9ugRKwOL,How many pairs of eyelets are there for the laces?,Five
71VtgV1ER3L,What color is the wallet shown?,Black
71VtgV1ER3L,What type of item is depicted?,Wallet
71VtgV1ER3L,Is the wallet in a closed state?,Yes
71VtgV1ER3L,Does the item appear to be rectangular?,Yes
71VtgV1ER3L,Are there stitch lines visible along the edge?,Yes
71VtgV1ER3L,"According to the provided information, what is the brand of this item?",Eono
71VtgV1ER3L,"Based on the details given, what specific type of leather is mentioned?",Napa
71VtgV1ER3L,Does the color of the stitching contrast with the main color?,No
71VtgV1ER3L,What category is this item listed under according to the information?,LUGGAGE
71VtgV1ER3L,Is the texture of the visible surface smooth?,Yes
61JN83mHitL,What letter is on the case?,K
61JN83mHitL,What is the main background color?,Blue
61JN83mHitL,Is this a phone accessory?,Yes
61JN83mHitL,What color are the decorative swirls?,Gold
61JN83mHitL,Does the case have a cutout for a camera?,Yes
61JN83mHitL,What type of pattern are the gold elements?,Swirls
61JN83mHitL,Does the patterned design cover the entire back?,No
61JN83mHitL,What is visible at the bottom center?,Speaker
61JN83mHitL,Is the letter capital?,Yes
61JN83mHitL,Are there any cutouts on the left side?,Yes
61+aB2POW4L,What is the main object?,Case
61+aB2POW4L,What letter is on the case?,P
61+aB2POW4L,What is the primary design color?,Gold
61+aB2POW4L,Which phone brand is mentioned?,Motorola
61+aB2POW4L,What online brand is listed?,Amazon
61+aB2POW4L,Is the ornate pattern on the right side?,No
61+aB2POW4L,Is there a camera cutout?,Yes
61+aB2POW4L,Is the case frame transparent?,Yes
61+aB2POW4L,Is a material type like TPU mentioned?,Yes
61+aB2POW4L,Is the Motorola logo visible through a cutout?,Yes
61CzhDrx1HL,What type of hardware is shown?,HANDLE
61CzhDrx1HL,What color is the handle?,Black
61CzhDrx1HL,How many screws are visible?,Four
61CzhDrx1HL,"Based on the metadata, what brand is associated with this item?",AmazonBasics
61CzhDrx1HL,What is the general shape of the handle?,Curved
61CzhDrx1HL,What is the purpose of the smaller items shown with the handle?,Mounting
61CzhDrx1HL,"According to the metadata, where might this handle be used in a home?",Kitchen
61CzhDrx1HL,Why might screws of different lengths be included?,Variety
61CzhDrx1HL,What specific term in the metadata describes the color's appearance?,Uniforme
61CzhDrx1HL,The metadata suggests this is a foundational item; what keyword supports this?,Basics
91NcP0CnkQL,What type of furniture is this?,Chair
91NcP0CnkQL,What color is the chair?,Brown
91NcP0CnkQL,Does the chair have visible armrests?,Yes
91NcP0CnkQL,Is there a person sitting in the chair?,No
91NcP0CnkQL,What material is mentioned multiple times for this chair?,Polyurethane
91NcP0CnkQL,"Based on the list, can this chair potentially recline?",Yes
91NcP0CnkQL,"Considering terms like 'seniors' and 'elderly', what feature might be associated with this chair type?",Lift
91NcP0CnkQL,Could this chair potentially be a rocker or glider based on the provided terms?,Yes
91NcP0CnkQL,Is the chair depicted as small in size?,No
91NcP0CnkQL,Is a separate matching ottoman visible in the image?,No
710Z3AvzcRL,What is the main object shown?,Opener
710Z3AvzcRL,What color is the bottom part of the object?,Black
710Z3AvzcRL,Is the object lying down?,No
710Z3AvzcRL,How many main colors are on the object?,Two
710Z3AvzcRL,Is this a tool for cooking?,Yes
710Z3AvzcRL,Is there a cord visible in the image?,No
710Z3AvzcRL,What material does the shiny part appear to be?,Metal
710Z3AvzcRL,Is the device likely manual or powered?,Powered
710Z3AvzcRL,What shape is the base?,Rectangle
710Z3AvzcRL,Is there a handle for lifting a can?,Yes
71ormXpQ0BL,What object is in the image?,Case
71ormXpQ0BL,What color is the case?,Black
71ormXpQ0BL,What color is the text on the case?,Gold
71ormXpQ0BL,Are there any hearts on the case?,Yes
71ormXpQ0BL,Is the text written in English?,Yes
71ormXpQ0BL,What is the first word of the quote on the case?,Happy
71ormXpQ0BL,What kind of finish does the text appear to have?,Glitter
71ormXpQ0BL,What is the last word of the phrase?,Prettiest
71ormXpQ0BL,"What type of phone is this case designed for, based on the provided keywords?",iPhone
71ormXpQ0BL,What shape are the non-text design elements on the case?,Hearts
71emy1D3FdL,What animal is on the phone case?,Dog
71emy1D3FdL,What is the primary color of the animal?,White
71emy1D3FdL,What kind of product is displayed?,Case
71emy1D3FdL,Is the animal outdoors?,Yes
71emy1D3FdL,What is the main color of the animal?,White
71emy1D3FdL,What type of phone is this case for?,Lenovo
71emy1D3FdL,What material is the case made of according to the list?,Silicone
71emy1D3FdL,Is this cover for the front or back?,Back
71emy1D3FdL,What word describes the flexibility of the case?,Flexible
71emy1D3FdL,What brand is mentioned in the item list?,Solimo
A1UkZv+NZ4L,What kind of tableware is shown?,Dishes
A1UkZv+NZ4L,What is the main color used in the pattern?,Blue
A1UkZv+NZ4L,How many round plates are visible individually (not stacked)?,Two
A1UkZv+NZ4L,Are there any bowls in the picture?,Yes
A1UkZv+NZ4L,What is the shape of the large plates?,Round
A1UkZv+NZ4L,What design style do the dishes resemble?,Tuscan
A1UkZv+NZ4L,How many distinct groups of stacked items are present?,Two
A1UkZv+NZ4L,What color is the outer border on the large plates?,Blue
A1UkZv+NZ4L,Are these items typically used for serving food?,Yes
A1UkZv+NZ4L,In which room of a house would you primarily use these?,Kitchen
71BCoXLjzpL,What type of phone accessory is shown?,Case
71BCoXLjzpL,What shape is the central design?,Heart
71BCoXLjzpL,What is the main background color?,Red
71BCoXLjzpL,Is there a depiction of a rose?,Yes
71BCoXLjzpL,Does the case have a cutout for a camera?,Yes
71BCoXLjzpL,What part of the phone does this case cover?,Back
71BCoXLjzpL,What material is listed as a possible composition?,Polycarbonate
71BCoXLjzpL,What is the color of the heart outline?,Gold
71BCoXLjzpL,What function does this item primarily serve for a phone?,Protective
71BCoXLjzpL,What is the specific Amazon brand mentioned?,Solimo
61+kcGDzGBL,What is the color of the cable?,Black
61+kcGDzGBL,What brand is written on the connector on the left?,AmazonBasics
61+kcGDzGBL,What type of connector is on the right end of the cable?,USB-A
61+kcGDzGBL,Is the cable straight or curved in the image?,Curved
61+kcGDzGBL,Is the background white?,Yes
61+kcGDzGBL,What type of device does the left connector typically connect to?,iPhone
61+kcGDzGBL,"Based on the connectors, does this cable support data transfer?",Yes
61+kcGDzGBL,Does the metadata classify this as a wireless accessory?,Yes
61+kcGDzGBL,What material is the cable likely made of?,Plastic
61+kcGDzGBL,Is the connector on the right plugged in?,No
81WeVJiVoGL,What is the main dish shown on the package?,Curry
81WeVJiVoGL,What is the brand name on the top left?,Happy Belly
81WeVJiVoGL,What color is the background on the right side of the package?,Red
81WeVJiVoGL,What type of meat is explicitly mentioned?,Beef
81WeVJiVoGL,Is there Japanese text on the package?,Yes
81WeVJiVoGL,"What Japanese characters are written below ""BEEF CURRY""?",ビーフカレー
81WeVJiVoGL,What flavor characteristic is indicated by the text inside the red circle?,Spicy
81WeVJiVoGL,What is the net weight listed for the product in grams?,180g
81WeVJiVoGL,"Does the Japanese text on the left describe the flavor as ""rich and spicy""?",Yes
81WeVJiVoGL,"Is this product described as ""Pantry eligible"" according to the provided labels?",Yes
713lUCLcZ7L,What is the main background color?,Black
713lUCLcZ7L,"What word follows ""Girl"" in the design?",BOSS
713lUCLcZ7L,What is the approximate color of the text?,Gold
713lUCLcZ7L,Is the item a phone cover?,Yes
713lUCLcZ7L,Does the text appear sparkly?,Yes
713lUCLcZ7L,Is the text design spread across the entire case back?,No
713lUCLcZ7L,"Based on the keywords, is the case material likely rigid?",No
713lUCLcZ7L,Does the image itself provide enough information to confirm this is a Mobiistar C1 Lite case?,No
713lUCLcZ7L,Can the name of the company that produced the case be seen in the image?,No
713lUCLcZ7L,"Considering keywords like 'fashion' and 'designer', is the case primarily plain or decorative?",Decorative
A1wMzgVT2XL,What is the main object in the image?,Chair
A1wMzgVT2XL,What color is the chair?,Blue
A1wMzgVT2XL,What material covers the chair?,Fabric
A1wMzgVT2XL,Does the chair have legs made of wood?,Yes
A1wMzgVT2XL,Is this chair suitable for a living room?,Yes
A1wMzgVT2XL,"Is this chair explicitly a ""recliner chair""?",No
A1wMzgVT2XL,"Is this chair shown to be part of a ""sectional sofa""?",No
A1wMzgVT2XL,"Can the chair be described as ""mid century chair""?",No
A1wMzgVT2XL,"Based on its appearance, is it designed as an ""outdoor folding chair""?",No
A1wMzgVT2XL,"Does the chair appear to be a ""massage chair""?",No
71VgRJPeO0L,What kind of food product is shown?,Sauce
71VgRJPeO0L,What number is part of the brand name?,365
71VgRJPeO0L,What flavor is listed first on the label?,Peanut
