id,question,answer,original_index,predicted_answer,ground_truth_normalized
61xdgd7EyDL,Does the image show a cartridge razor?,Yes,379,yes,yes
81CyZnDA3gL,What mineral is the main ingredient?,Magnesium,380,calcium,magnesium
81CyZnDA3gL,How many tablets are in the bottle?,250,381,2,250
81CyZnDA3gL,What is the brand's number?,365,382,365,365
81CyZnDA3gL,What form is the supplement?,Tablets,383,metas,tablets
81CyZnDA3gL,Is it labeled as a dietary supplement?,Yes,384,yes,yes
81CyZnDA3gL,What is the type of tablet?,Vegetarian,385,metagraph,vegetarian
81CyZnDA3gL,What is mentioned about the absorption?,Enhanced,386,no,enhanced
81CyZnDA3gL,What kind of mineral is it called on the label?,Essential,387,metaphysile,essential
81CyZnDA3gL,What part of the body does it support?,Bones,388,stomach,bones
81CyZnDA3gL,Does the label say it is chewable?,No,389,yes,no
71OU2PjT-rL,What product is depicted in the image?,case,390,phone,case
71OU2PjT-rL,What is the dominant color on the bottom part of the case?,red,391,red,red
71OU2PjT-rL,Does the phone case have a camera opening?,yes,392,no,yes
71OU2PjT-rL,Is the design on the case abstract or photographic?,abstract,393,yes,abstract
71OU2PjT-rL,Is this a mobile cover or a laptop cover?,mobile,394,phone,mobile
71OU2PjT-rL,"Based on the visible texture, does the design appear smooth or raised?",raised,395,smooth,raised
71OU2PjT-rL,"Which phone brand, explicitly listed in the provided keywords, does the camera cutout geometry most closely resemble for a likely fit?",Samsung,396,samsung,samsung
71OU2PjT-rL,"The keywords include ""hard case"". What does this imply about the case's rigidity?",hard,397,it  s hard to tell,hard
71OU2PjT-rL,Does the visible surface texture suggest this is a clear gel case?,no,398,no,no
71OU2PjT-rL,"The painting style on the case, characterized by thick application of paint, is commonly known by what artistic term?",impasto,399,oil,impasto
71FYqiypxnL,What object is depicted?,Case,400,phone,case
71FYqiypxnL,What material type is listed?,Silicone,401,wood,silicone
71FYqiypxnL,Is the cover described as flexible?,Yes,402,no,yes
71FYqiypxnL,What kind of cover is it?,Back,403,phone case,back
71FYqiypxnL,Does the design look textured?,Yes,404,yes,yes
71FYqiypxnL,Which phone brand is noted?,Nokia,405,motorola,nokia
71FYqiypxnL,What specific brand name is listed?,Solimo,406,nokia,solimo
71FYqiypxnL,The flag pattern suggests which country?,Russia,407,no,russia
71FYqiypxnL,Is the texture of the design smooth?,No,408,no,no
71FYqiypxnL,Is the texture of the design rough?,Yes,409,yes,yes
71qa9wOSeKL,What footwear item is pictured?,Boot,410,boots,boot
71qa9wOSeKL,What primary color is the boot?,Brown,411,brown,brown
71qa9wOSeKL,Is a zipper visible?,Yes,412,yes,yes
71qa9wOSeKL,How many boots are shown?,One,413,1,one
71qa9wOSeKL,Does the boot have a heel?,Yes,414,yes,yes
71qa9wOSeKL,Is the upper material likely cuero?,Yes,415,yes,yes
71qa9wOSeKL,What color is the zipper pull?,Gold,416,gold,gold
71qa9wOSeKL,Is this considered a tall boot?,No,417,no,no
71qa9wOSeKL,Is the sole thin?,Yes,418,yes,yes
71qa9wOSeKL,Is the heel shape block?,Yes,419,no,yes
71FONUmd29L,What product is shown?,Case,420,phone,case
71FONUmd29L,What is the main background color?,Yellow,421,yellow,yellow
71FONUmd29L,What is the image on the case?,Shoes,422,tennis shoes,shoes
71FONUmd29L,What kind of shoes are shown?,Sneakers,423,sneakers,sneakers
71FONUmd29L,What is one possible brand mentioned?,Others,424,no,others
71FONUmd29L,Is the image an illustration?,Yes,425,yes,yes
71FONUmd29L,Is the case described as hard?,Yes,426,yes,yes
71FONUmd29L,Is it specified for a Vivo phone?,Yes,427,no,yes
71FONUmd29L,Is the case potentially 3D printed?,Yes,428,no,yes
71FONUmd29L,Does the design fill most of the back?,Yes,429,yes,yes
91vaE2Bl5dL,What color are the dishes?,Blue,430,blue,blue
91vaE2Bl5dL,Are there any bowls in the image?,Yes,431,yes,yes
91vaE2Bl5dL,How many large plates are visible?,Two,432,2,two
91vaE2Bl5dL,What color is the background?,White,433,white,white
91vaE2Bl5dL,Are these items typically used in a kitchen?,Yes,434,no,yes
91vaE2Bl5dL,How many total pieces of dinnerware are clearly visible?,Six,435,6,six
91vaE2Bl5dL,What is the texture on the blue part of the dishes like?,Mottled,436,smooth,mottled
91vaE2Bl5dL,What color is the inside of the smaller bowls?,White,437,white,white
91vaE2Bl5dL,Are the rims of the plates smooth?,No,438,yes,no
91vaE2Bl5dL,"Compared to their width, are the bowls shallow or deep?",Deep,439,shallow,deep
81kHNXaKAXL,What type of object is displayed in the image?,Clock,440,clock,clock
81kHNXaKAXL,What color is the outer frame of the clock?,Black,441,black,black
81kHNXaKAXL,How many hands are visible on the clock face?,Three,442,4,three
81kHNXaKAXL,What number is located at the very top of the clock?,Twelve,443,12,twelve
81kHNXaKAXL,What brand name is printed on the clock face?,Solimo,444,no brand,solimo
81kHNXaKAXL,The background pattern on the clock face mimics what natural material?,Wood,445,wood,wood
81kHNXaKAXL,What type of numbers are used on the clock face?,Arabic,446,arabic,arabic
81kHNXaKAXL,Which numeral is the hour hand pointing closest to?,One,447,4,one
81kHNXaKAXL,Is the texture of the clock face smooth or rough-looking?,Rough,448,rough,rough
81kHNXaKAXL,What is the overall shape of the clock?,Round,449,round,round
81xWk56keKL,What color are the dark sections of the blind?,Grey,450,black,grey
81xWk56keKL,What is covering the window in the image?,Shade,451,blinds,shade
81xWk56keKL,What object is the blind installed on?,Window,452,window,window
81xWk56keKL,How many dark horizontal segments are visible?,Eight,453,nine,eight
81xWk56keKL,Is the window frame white?,Yes,454,yes,yes
81xWk56keKL,"According to the metadata, what is the primary light-blocking function?",Blackout,455,yes,blackout
81xWk56keKL,The blind uses layered fabric. What type of control does this provide over light transmission?,Variable,456,blinds,variable
81xWk56keKL,What non-drilling installation method is mentioned in the text?,Stick,457,blinds,stick
81xWk56keKL,How does this blind operate when being raised or lowered?,Rolls,458,slides,rolls
81xWk56keKL,What aspect is adjusted by aligning the opaque and lighter layers?,Light,459,blinds,light
81TbjecgWSL,What is the main color?,Pink,460,pink,pink
81TbjecgWSL,What type of device is it?,Heater,461,radio,heater
81TbjecgWSL,Is the brand AmazonBasics?,Yes,462,no,yes
81TbjecgWSL,What color is the front mesh?,Silver,463,black,silver
81TbjecgWSL,Is it intended for a home?,Yes,464,no,yes
81TbjecgWSL,What covers the heating element?,Mesh,465,screen,mesh
81TbjecgWSL,Is the device likely portable?,Yes,466,yes,yes
81TbjecgWSL,Does it use power?,Yes,467,yes,yes
81TbjecgWSL,What does it produce?,Heat,468,radio,heat
81TbjecgWSL,Where might this sit?,Table,469,on table,table
514OhzDqVtL,What type of product is shown in the image?,Case,470,cell phone,case
514OhzDqVtL,What is the primary pattern on the phone case?,Geometric,471,triangles,geometric
514OhzDqVtL,What is the main color theme of the pattern?,Multi-colored,472,blue,multicolored
514OhzDqVtL,Does the case cover the back of the phone?,Yes,473,yes,yes
514OhzDqVtL,Is there a logo visible on the case?,Yes,474,yes,yes
514OhzDqVtL,Is this case likely described as 'printed'?,Yes,475,yes,yes
514OhzDqVtL,Does the design use a single color?,No,476,no,no
514OhzDqVtL,Is the pattern composed of squares?,No,477,yes,no
514OhzDqVtL,Are there cutouts for phone features?,Yes,478,no,yes
514OhzDqVtL,Is the case likely made of a rigid material?,No,479,yes,no
71V4R6irp9L,What flavor is pictured?,Mint,480,chocolate,mint
71V4R6irp9L,What is the number in the brand?,365,481,350,365
71V4R6irp9L,Is the product organic?,Yes,482,yes,yes
71V4R6irp9L,What color is the lid?,Green,483,green,green
71V4R6irp9L,What is the last word for the type of food?,Cream,484,mint,cream
71V4R6irp9L,What is the third word in the brand name?,Value,485,mint,value
71V4R6irp9L,What is the third word in the flavor name?,Chip,486,mint,chip
71V4R6irp9L,"What is the volume listed in quarts, spelled out?",One,487,0,one
71V4R6irp9L,What is the abbreviation on the organic seal?,USDA,488,organic,usda
71V4R6irp9L,What word in the entity list describes the retailer?,Whole,489,organic,whole
71c38SyaLcL,What type of shoe is pictured?,Pump,490,heels,pump
71c38SyaLcL,What color is the shoe?,Black,491,black,black
71c38SyaLcL,Does the shoe have a high heel?,Yes,492,yes,yes
71c38SyaLcL,Is the toe of the shoe pointed?,Yes,493,yes,yes
71c38SyaLcL,Is the outer surface smooth or textured?,Smooth,494,smooth,smooth
71c38SyaLcL,What is the likely gender demographic for this shoe?,Women,495,female,women
71c38SyaLcL,What is the general shape of the heel?,Tapered,496,pointed,tapered
71c38SyaLcL,Does the shoe appear suitable for formal wear?,Yes,497,yes,yes
71c38SyaLcL,What is the cut of the shoe's vamp (throat)?,Low,498,pointed,low
71c38SyaLcL,Does the shoe appear to be made of synthetic material?,Yes,499,yes,yes
71qXvJLzyTL,Can these pillows be used in a HOME?,Yes,500,yes,yes
71qXvJLzyTL,Are these pillows colored Mustard?,No,501,no,no
71qXvJLzyTL,Are any UMI logos visible on the pillows?,No,502,no,no
71qXvJLzyTL,Would these white pillows visually contrast with a Mustard colored item?,No,503,no,no
71qXvJLzyTL,Are these four objects typically found in a HOME?,Yes,504,yes,yes
71qXvJLzyTL,"If UMI is a brand, do these look like items they might sell for a HOME?",Yes,505,yes,yes
71qXvJLzyTL,"Could ""Mustard"" refer to a potential accent color used with these pillows in a HOME setting?",Yes,506,yes,yes
71qXvJLzyTL,"If these pillows were UMI brand, what is their main color?",White,507,white,white
71qXvJLzyTL,Is the implied setting for these pillows a HOME?,Yes,508,no,yes
71qXvJLzyTL,Is the color Mustard present in this image?,No,509,no,no
61hhHaJILnL,What color is the ring?,Gold,510,gold,gold
61hhHaJILnL,How many stones are visible on the ring?,Three,511,3,three
61hhHaJILnL,What shape is the largest stone?,Round,512,round,round
61hhHaJILnL,"According to the text, what metal is the ring plated with?",Yellow,513,gold,yellow
61hhHaJILnL,"What is the base metal of the ring, according to the text?",Silver,514,gold,silver
61hhHaJILnL,"Based on the text, is the ring made of solid gold?",Plated,515,yes,plated
61hhHaJILnL,What is the collection name mentioned in the text?,Amazon,516,no idea,amazon
61hhHaJILnL,What is the shape of the two smaller stones?,Oval,517,round,oval
61hhHaJILnL,What is one of the words used to describe the ring in the text?,FINERING,518,royal,finering
61hhHaJILnL,What other word from the text could describe the style?,Classics,519,curvy,classics
61Q2iSRCwNL,What is the main color of the tablecloth?,White,520,white,white
61Q2iSRCwNL,What object is covering the table?,Tablecloth,521,tablecloth,tablecloth
61Q2iSRCwNL,Is the tablecloth placed on a table?,Yes,522,yes,yes
61Q2iSRCwNL,What brand is mentioned in the text?,UMI,523,none,umi
61Q2iSRCwNL,Does the text say the tablecloth is made of fabric?,Yes,524,no,yes
61Q2iSRCwNL,"According to the text, is this tablecloth described as square?",Yes,525,yes,yes
61Q2iSRCwNL,What material mentioned in the text helps with spills?,Polyethylene,526,plastic,polyethylene
61Q2iSRCwNL,Is the full length of the tablecloth visible in the image?,No,527,no,no
61Q2iSRCwNL,What room in a house is mentioned as suitable for this product?,Kitchen,528,dining room,kitchen
61Q2iSRCwNL,Is polyethylene a material mentioned in the text?,Yes,529,yes,yes
91xBgzoAscL,What product is shown in the image?,flakes,530,barley grain,flakes
91xBgzoAscL,What is the brand name visible on the label?,Whole,531,organic,whole
91xBgzoAscL,Are these flakes labeled as organic?,Yes,532,yes,yes
91xBgzoAscL,What is the net weight of the product?,500g,533,5 lbs,500g
91xBgzoAscL,What kind of flakes are in the bag?,Barley,534,barley,barley
91xBgzoAscL,What is the color of the small circles on the label?,Green,535,green,green
91xBgzoAscL,What general food category does this item belong to based on the provided text?,Cereal,536,grains,cereal
91xBgzoAscL,Is the product packaged in a transparent bag?,Yes,537,yes,yes
91xBgzoAscL,What grain are the flakes made from?,Barley,538,barley,barley
91xBgzoAscL,What specific subcategory is listed multiple times in the provided information?,Cereals,539,none,cereals
71SGwt17+1L,What kind of accessory is shown?,Case,540,phone,case
71SGwt17+1L,What color is dominant on the left side?,Blue,541,blue,blue
71SGwt17+1L,What color is dominant on the right side?,Red,542,blue,red
71SGwt17+1L,Is there a camera cutout?,Yes,543,yes,yes
71SGwt17+1L,Is this the front or back of the object?,Back,544,front,back
71SGwt17+1L,Does the design appear smooth or textured?,Textured,545,smooth,textured
71SGwt17+1L,What shape is the smaller cutout near the top?,Square,546,rectangle,square
71SGwt17+1L,What style of art is the design similar to?,Abstract,547,abstract,abstract
71SGwt17+1L,What is the larger cutout near the top for?,Camera,548,phone,camera
71SGwt17+1L,Is there a cutout below the camera opening?,Yes,549,no,yes
7118dJiQXjL,What color is the stand?,Black,550,black,black
7118dJiQXjL,How many levels does this stand have?,Two,551,2,two
7118dJiQXjL,Are the shelves round or square?,Round,552,round,round
7118dJiQXjL,Is this object a chair?,No,553,no,no
7118dJiQXjL,Is the stand primarily made of metal?,Yes,554,yes,yes
7118dJiQXjL,Could this stand hold a small potted plant?,Yes,555,yes,yes
7118dJiQXjL,Is the design suggestive of wrought iron construction?,Yes,556,yes,yes
7118dJiQXjL,Could this item be used to display a vase?,Yes,557,yes,yes
7118dJiQXjL,Is the lower shelf designed like a tray?,Yes,558,yes,yes
7118dJiQXjL,Would this stand typically be considered furniture?,Yes,559,yes,yes
91stmUWKlfL,What brand is shown?,Vedaka,560,almonds,vedaka
91stmUWKlfL,What food is this?,Raisins,561,almonds,raisins
91stmUWKlfL,What color is the bag?,Brown,562,brown,brown
91stmUWKlfL,Is a bowl present?,Yes,563,yes,yes
91stmUWKlfL,What word is in the circle?,Popular,564,vegetable,popular
91stmUWKlfL,What fruit makes this?,Grapes,565,almonds,grapes
91stmUWKlfL,What is a Hindi name listed?,Kishmish,566,no,kishmish
91stmUWKlfL,What is a Tamil name listed?,Thratchai,567,no idea,thratchai
91stmUWKlfL,How are these grapes described?,Dried,568,no grapes,dried
91stmUWKlfL,What is the vertical word?,Vedaka,569,vegeta,vedaka
712eMMNJCkL,What type of object is shown?,Case,570,cell phone,case
712eMMNJCkL,What is a prominent color on the object?,Purple,571,purple,purple
712eMMNJCkL,Is this object a mobile phone case?,Yes,572,yes,yes
712eMMNJCkL,What is the design described as having?,Texture,573,diamond,texture
712eMMNJCkL,Is the object explicitly called a cover?,Yes,574,yes,yes
712eMMNJCkL,What is the brand name associated with this cover?,Solimo,575,samsung,solimo
712eMMNJCkL,What material is mentioned for the cover?,Polycarbonate,576,metal,polycarbonate
712eMMNJCkL,What specific series is the phone model part of?,Reno,577,sony ericsson,reno
712eMMNJCkL,Is the case described as hard or soft?,Hard,578,hard,hard
712eMMNJCkL,How many colors are explicitly mentioned for the design?,Two,579,4,two
81E9ugRKwOL,What is the color of the shoe?,Black,580,black,black
81E9ugRKwOL,Does the shoe have laces?,Yes,581,yes,yes
81E9ugRKwOL,Is the shoe formal or casual?,Formal,582,formal,formal
81E9ugRKwOL,What gender is the shoe for?,Men,583,male,men
81E9ugRKwOL,What material is the shoe likely made of?,Leather,584,leather,leather
81E9ugRKwOL,What pattern is visible on the vamp?,Geometric,585,diamond,geometric
81E9ugRKwOL,Does the shoe have a cap toe?,Yes,586,yes,yes
81E9ugRKwOL,What lacing style is used?,Oxford,587,lace up,oxford
81E9ugRKwOL,Is the heel height low or high?,Low,588,low,low
81E9ugRKwOL,How many pairs of eyelets are there for the laces?,Five,589,2,five
71VtgV1ER3L,What color is the wallet shown?,Black,590,black,black
71VtgV1ER3L,What type of item is depicted?,Wallet,591,wallet,wallet
71VtgV1ER3L,Is the wallet in a closed state?,Yes,592,yes,yes
71VtgV1ER3L,Does the item appear to be rectangular?,Yes,593,yes,yes
